id,type,genre,notable,release_date,notoriety_date,written_date,single,release_year,notoriety_year
5773,Song,Dream Pop,True,2010,,,True,2010,
5777,Song,Indie Folk,True,2013,,,True,2013,
5782,Album,Southern Gothic Rock,True,2028,,2028,,2028,
5787,Album,Synthwave,True,1991,,1991,,1991,
5790,Song,Dream Pop,True,2007,,,True,2007,
5796,Song,Doom Metal,True,2012,,,True,2012,
5802,Song,Indie Pop,True,1984,,,True,1984,
5804,Song,Lo-Fi Electronica,True,2024,,,False,2024,
5808,Album,Indie Folk,True,2013,2013,,,2013,2013.0
5813,Song,Indie Rock,True,2013,,2013,True,2013,
5818,Song,Synthwave,True,2024,,2024,False,2024,
5826,Song,Desert Rock,True,2020,,,True,2020,
5832,Song,Desert Rock,True,2029,,2029,True,2029,
5837,Song,Dream Pop,True,2018,,2018,True,2018,
5839,Song,Southern Gothic Rock,True,2006,2006,2006,True,2006,2006.0
5840,Song,Southern Gothic Rock,True,2012,,2012,True,2012,
5844,Song,Southern Gothic Rock,True,2005,,,True,2005,
5847,Song,Americana,True,2029,,,False,2029,
5854,Song,Indie Folk,True,2017,,,True,2017,
5866,Album,Dream Pop,True,1997,1997,,,1997,1997.0
5871,Song,Indie Pop,True,2013,,,True,2013,
5873,Song,Americana,True,2026,,,True,2026,
5877,Album,Indie Folk,True,2023,,,,2023,
5882,Album,Synthwave,True,2025,,,,2025,
5883,Album,Oceanus Folk,True,2020,,,,2020,
5887,Song,Doom Metal,True,1997,,,True,1997,
5891,Song,Dream Pop,True,2008,2008,,True,2008,2008.0
5893,Song,Psychedelic Rock,True,2027,,,True,2027,
5907,Album,Indie Folk,True,1997,1997,,,1997,1997.0
5911,Song,Indie Rock,True,2024,,,False,2024,
5913,Album,Blues Rock,True,2015,,,,2015,
5916,Song,Americana,True,2018,,,True,2018,
5921,Song,Speed Metal,True,2002,,,True,2002,
5923,Song,Darkwave,True,2026,,2026,True,2026,
5928,Song,Lo-Fi Electronica,True,2019,,,False,2019,
5930,Song,Desert Rock,True,2024,,2024,True,2024,
5938,Song,Dream Pop,True,2024,,2024,True,2024,
5944,Album,Dream Pop,True,2024,,,,2024,
5949,Album,Synthpop,True,2017,,,,2017,
5952,Song,Indie Rock,True,2024,2024,2024,True,2024,2024.0
5958,Song,Indie Rock,True,2004,,2004,True,2004,
5960,Album,Doom Metal,True,2002,,,,2002,
5965,Song,Indie Pop,True,2017,,,True,2017,
5972,Song,Dream Pop,True,2010,,,True,2010,
5980,Song,Indie Rock,True,2025,,,True,2025,
5981,Album,Dream Pop,True,2023,,,,2023,
5986,Song,Americana,True,2004,2004,,True,2004,2004.0
5992,Song,Dream Pop,True,2026,,,False,2026,
5994,Song,Southern Gothic Rock,True,2011,,,True,2011,
5996,Song,Dream Pop,True,2026,,,True,2026,
6001,Album,Indie Pop,True,2003,,2003,,2003,
6004,Album,Synthwave,True,2022,,2022,,2022,
6006,Song,Doom Metal,True,2004,,,True,2004,
6008,Song,Indie Rock,True,2017,,2010,True,2017,
6020,Song,Indie Folk,True,2026,,,True,2026,
6022,Song,Americana,True,2016,,,True,2016,
6024,Song,Space Rock,True,2026,,,True,2026,
6028,Album,Alternative Rock,True,1990,,,,1990,
6035,Song,Indie Pop,True,2017,,,False,2017,
6041,Song,Synthwave,True,2017,2017,,True,2017,2017.0
6049,Song,Doom Metal,True,2000,,,True,2000,
6051,Album,Desert Rock,True,2013,,2010,,2013,
6054,Song,Dream Pop,True,2026,2026,,True,2026,2026.0
6061,Song,Southern Gothic Rock,True,2010,,2007,True,2010,
6064,Song,Dream Pop,True,2025,,2022,False,2025,
6065,Song,Dream Pop,True,2029,,2029,True,2029,
6070,Song,Lo-Fi Electronica,True,2014,,2014,True,2014,
6072,Song,Synthwave,True,1998,,,True,1998,
6074,Song,Southern Gothic Rock,True,2023,2023,,True,2023,2023.0
6076,Song,Dream Pop,True,2017,2017,,False,2017,2017.0
6080,Song,Doom Metal,True,2013,,,True,2013,
6087,Song,Doom Metal,True,2025,2025,,True,2025,2025.0
6092,Album,Desert Rock,True,2029,,2022,,2029,
6100,Album,Southern Gothic Rock,True,2012,,,,2012,
6103,Album,Dream Pop,True,2022,,2019,,2022,
6106,Song,Indie Folk,True,2020,,,True,2020,
6108,Song,Dream Pop,True,2029,,2029,True,2029,
6113,Song,Alternative Rock,False,2020,,2020,True,2020,
6120,Song,Darkwave,True,2026,2026,,True,2026,2026.0
6126,Song,Darkwave,False,2029,,,True,2029,
6130,Song,Doom Metal,True,2026,,2026,False,2026,
6137,Song,Synthwave,True,2024,,2024,True,2024,
6142,Song,Symphonic Metal,True,2029,2029,,False,2029,2029.0
6148,Song,Synthpop,True,2020,,,True,2020,
6151,Song,Indie Folk,True,2023,,,True,2023,
6154,Song,Desert Rock,True,2020,,,True,2020,
6158,Song,Avant-Garde Folk,True,2018,,,True,2018,
6160,Song,Alternative Rock,True,1997,1997,,True,1997,1997.0
6163,Song,Psychedelic Rock,True,2022,2022,,False,2022,2022.0
6168,Song,Psychedelic Rock,True,2017,,,True,2017,
6170,Song,Oceanus Folk,True,2023,,,True,2023,
6177,Album,Americana,True,2010,,,,2010,
6180,Song,Desert Rock,True,2010,2010,,True,2010,2010.0
6183,Song,Psychedelic Rock,True,2015,,,True,2015,
6189,Song,Indie Folk,True,2007,,,True,2007,
6190,Song,Synthwave,True,2024,,,True,2024,
6191,Song,Synthwave,True,1994,,,True,1994,
6193,Song,Southern Gothic Rock,True,2008,,,True,2008,
6194,Song,Dream Pop,True,2019,,2019,False,2019,
6201,Song,Indie Folk,True,2020,,,True,2020,
6205,Song,Alternative Rock,True,2027,,2027,False,2027,
6210,Song,Alternative Rock,True,2022,2022,,True,2022,2022.0
6211,Song,Dream Pop,True,2028,,2028,True,2028,
6216,Song,Southern Gothic Rock,True,2023,,,True,2023,
6218,Song,Doom Metal,True,2023,2023,,True,2023,2023.0
6227,Song,Speed Metal,True,1999,,,True,1999,
6229,Album,Synthwave,True,2018,,,,2018,
6231,Album,Lo-Fi Electronica,True,2029,,,,2029,
6233,Album,Dream Pop,True,2023,,2023,,2023,
6235,Song,Dream Pop,True,2026,,,False,2026,
6245,Song,Emo/Pop Punk,True,1989,,,True,1989,
6246,Song,Alternative Rock,True,2026,,,True,2026,
6250,Song,Southern Gothic Rock,True,2017,,2017,True,2017,
6251,Album,Indie Folk,True,2020,,,,2020,
6252,Album,Indie Pop,True,2022,2022,,,2022,2022.0
6253,Song,Synthwave,True,2023,,,True,2023,
6257,Song,Doom Metal,True,2020,,2020,True,2020,
6262,Song,Dream Pop,True,1992,,,False,1992,
6263,Song,Alternative Rock,True,2028,,,False,2028,
6268,Song,Indie Folk,True,2017,2017,2017,True,2017,2017.0
6271,Album,Alternative Rock,True,2004,2004,,,2004,2004.0
6272,Album,Oceanus Folk,True,2025,,,,2025,
6276,Album,Indie Folk,True,1994,,1994,,1994,
6279,Song,Alternative Rock,True,2028,,,True,2028,
6286,Song,Darkwave,True,2028,,,False,2028,
6289,Album,Jazz Surf Rock,True,2029,2029,,,2029,2029.0
6293,Song,Dream Pop,True,2025,,,True,2025,
6298,Song,Alternative Rock,True,1994,,,True,1994,
6300,Song,Blues Rock,True,1997,,,True,1997,
6301,Album,Post-Apocalyptic Folk,True,2017,,2017,,2017,
6307,Song,Dream Pop,True,2025,2025,2025,True,2025,2025.0
6313,Song,Dream Pop,True,2009,,,True,2009,
6315,Song,Emo/Pop Punk,True,1987,,1987,True,1987,
6318,Song,Americana,True,2017,,2017,False,2017,
6322,Song,Desert Rock,True,2013,,2013,True,2013,
6327,Album,Alternative Rock,True,2007,,,,2007,
6329,Album,Blues Rock,True,2000,,2000,,2000,
6333,Song,Jazz Surf Rock,True,2012,,,True,2012,
6337,Song,Indie Rock,True,2029,,,True,2029,
6339,Song,Blues Rock,True,2017,,2011,True,2017,
6342,Song,Dream Pop,True,2004,,,True,2004,
6344,Song,Desert Rock,True,2024,,,True,2024,
6351,Song,Psychedelic Rock,True,2028,,,True,2028,
6358,Song,Doom Metal,True,2017,,,True,2017,
6363,Song,Dream Pop,True,1984,,,True,1984,
6364,Song,Speed Metal,True,2012,,,True,2012,
6365,Album,Indie Rock,True,2020,,2020,,2020,
6367,Album,Americana,True,2018,2018,,,2018,2018.0
6368,Song,Synthwave,True,1994,,,True,1994,
6372,Song,Dream Pop,True,2027,,,True,2027,
6376,Song,Dream Pop,True,2026,2026,,False,2026,2026.0
6377,Song,Dream Pop,True,2015,,2015,True,2015,
6382,Song,Synthwave,True,2010,2010,,True,2010,2010.0
6386,Song,Alternative Rock,True,2023,,,True,2023,
6390,Album,Indie Rock,True,2023,,,,2023,
6393,Song,Blues Rock,True,2007,,2007,True,2007,
6396,Song,Indie Rock,True,2017,,,True,2017,
6397,Song,Emo/Pop Punk,True,2011,,,False,2011,
6398,Song,Dream Pop,True,2008,,,False,2008,
6404,Song,Emo/Pop Punk,True,2023,,,True,2023,
6406,Song,Dream Pop,False,2023,,2023,True,2023,
6412,Song,Desert Rock,True,2022,,,True,2022,
6415,Song,Alternative Rock,True,2017,,2017,False,2017,
6417,Album,Oceanus Folk,True,2017,,,,2017,
6418,Song,Dream Pop,True,2028,,2028,True,2028,
6423,Song,Indie Folk,True,2013,,,True,2013,
6427,Album,Synthwave,True,2021,,2021,,2021,
6428,Song,Oceanus Folk,True,2023,,,False,2023,
6435,Album,Space Rock,True,2024,,,,2024,
6443,Song,Indie Rock,True,2026,,2026,True,2026,
6447,Song,Oceanus Folk,True,2025,,,True,2025,
6454,Song,Indie Pop,True,1991,,1988,True,1991,
6456,Song,Dream Pop,True,2027,,,True,2027,
6461,Album,Synthwave,True,1990,,,,1990,
6467,Song,Blues Rock,True,2010,,,True,2010,
6473,Song,Dream Pop,True,2014,2014,,False,2014,2014.0
6474,Song,Dream Pop,True,2027,,,True,2027,
6476,Song,Doom Metal,True,2022,,,True,2022,
6482,Song,Dream Pop,True,2027,,,True,2027,
6489,Song,Space Rock,True,2027,,,False,2027,
6493,Album,Speed Metal,True,2012,2012,,,2012,2012.0
6497,Song,Synthwave,True,2010,,,True,2010,
6503,Song,Emo/Pop Punk,True,2018,,,True,2018,
6504,Song,Indie Pop,True,2010,,,False,2010,
6505,Song,Americana,True,2012,,2012,True,2012,
6507,Album,Speed Metal,True,2017,,,,2017,
6513,Song,Psychedelic Rock,True,2022,,,False,2022,
6521,Song,Doom Metal,True,2028,,,True,2028,
6524,Song,Oceanus Folk,True,2014,,,True,2014,
6529,Song,Dream Pop,True,2029,,,True,2029,
6535,Song,Symphonic Metal,True,2023,,2023,True,2023,
6541,Song,Doom Metal,True,2020,,,True,2020,
6543,Song,Jazz Surf Rock,True,2029,2029,,True,2029,2029.0
6548,Song,Dream Pop,True,2025,,2025,True,2025,
6551,Song,Indie Folk,True,2014,,2014,False,2014,
6556,Song,Symphonic Metal,True,2027,,,True,2027,
6560,Song,Darkwave,True,2023,,2023,True,2023,
6564,Song,Space Rock,True,2019,,2019,True,2019,
6569,Song,Desert Rock,True,2029,,,True,2029,
6575,Song,Symphonic Metal,True,2024,2024,,False,2024,2024.0
6577,Song,Jazz Surf Rock,True,2029,,2025,True,2029,
6581,Song,Americana,True,2020,,,True,2020,
6587,Album,Indie Rock,True,2007,,,,2007,
6588,Song,Alternative Rock,True,2027,,2027,False,2027,
6592,Song,Emo/Pop Punk,True,2000,,,False,2000,
6594,Song,Alternative Rock,True,2017,,,True,2017,
6597,Album,Dream Pop,True,2029,,,,2029,
6603,Song,Jazz Surf Rock,True,2028,,,True,2028,
6606,Song,Doom Metal,True,2023,,,True,2023,
6611,Song,Oceanus Folk,True,2013,,2013,True,2013,
6616,Song,Indie Rock,True,2011,2024,2011,True,2011,2024.0
6617,Song,Dream Pop,True,2017,,2017,True,2017,
6624,Song,Indie Folk,True,2013,,,True,2013,
6628,Album,Indie Rock,True,2004,,,,2004,
6633,Song,Lo-Fi Electronica,True,2020,,,False,2020,
6635,Album,Doom Metal,True,2000,,,,2000,
6639,Song,Alternative Rock,True,1994,,,True,1994,
6643,Song,Indie Folk,True,2013,,,True,2013,
6645,Album,Doom Metal,True,2013,,,,2013,
6651,Song,Dream Pop,True,1996,,1996,False,1996,
6655,Album,Dream Pop,True,2025,,2025,,2025,
6658,Song,Dream Pop,True,2010,2010,2010,True,2010,2010.0
6661,Song,Doom Metal,True,2023,,,True,2023,
6665,Song,Desert Rock,True,2026,,,True,2026,
6672,Song,Dream Pop,True,2013,2013,,True,2013,2013.0
6674,Song,Blues Rock,True,1984,1984,,True,1984,1984.0
6675,Song,Jazz Surf Rock,True,2028,,,True,2028,
6680,Album,Symphonic Metal,True,2020,,,,2020,
6685,Album,Indie Pop,True,2012,,,,2012,
6687,Song,Southern Gothic Rock,True,2022,,2022,False,2022,
6688,Song,Synthwave,True,2026,2026,,True,2026,2026.0
6693,Album,Dream Pop,True,2029,,,,2029,
6697,Song,Synthwave,True,2020,,,True,2020,
6699,Song,Indie Rock,True,2021,,2021,True,2021,
6702,Song,Darkwave,True,2024,2024,2024,True,2024,2024.0
6709,Song,Dream Pop,True,2028,2028,,True,2028,2028.0
6714,Song,Indie Folk,True,2017,,2017,True,2017,
6721,Song,Indie Folk,True,2023,,2020,True,2023,
6725,Album,Indie Rock,True,2020,,2020,,2020,
6729,Song,Darkwave,True,2017,,,True,2017,
6735,Song,Alternative Rock,True,2008,,,False,2008,
6736,Song,Indie Folk,True,2031,,,True,2031,
6743,Song,Dream Pop,True,2020,,,False,2020,
6745,Song,Indie Pop,True,1994,,1994,False,1994,
6746,Song,Southern Gothic Rock,True,2018,,,True,2018,
6752,Song,Oceanus Folk,True,2010,,,True,2010,
6757,Album,Indie Folk,True,2028,2028,,,2028,2028.0
6762,Song,Symphonic Metal,True,2007,,,True,2007,
6765,Song,Alternative Rock,True,2029,,,True,2029,
6770,Song,Americana,True,2025,,2025,False,2025,
6773,Album,Indie Pop,True,2010,,,,2010,
6777,Song,Psychedelic Rock,True,2013,,,True,2013,
6778,Song,Indie Rock,True,2029,,,False,2029,
6780,Song,Synthwave,True,2025,,,True,2025,
6785,Song,Lo-Fi Electronica,True,2002,,,True,2002,
6787,Song,Americana,True,1997,,,False,1997,
6788,Song,Indie Folk,True,2013,2013,,True,2013,2013.0
6790,Album,Dream Pop,True,2022,,,,2022,
6791,Song,Synthwave,True,2015,,,True,2015,
6793,Song,Doom Metal,True,2029,,,True,2029,
6794,Song,Alternative Rock,True,2026,,2026,True,2026,
6797,Song,Alternative Rock,True,2026,2026,2026,True,2026,2026.0
6798,Song,Dream Pop,True,2024,,2024,True,2024,
6805,Album,Space Rock,True,2027,,2027,,2027,
6809,Song,Darkwave,True,2022,,,True,2022,
6812,Song,Indie Folk,True,2013,,,True,2013,
6818,Song,Oceanus Folk,True,2017,,2017,True,2017,
6820,Song,Space Rock,True,2025,,,False,2025,
6827,Song,Doom Metal,True,2027,,,True,2027,
6830,Album,Indie Folk,True,2017,,,,2017,
6833,Song,Dream Pop,True,2023,,,True,2023,
6837,Album,Avant-Garde Folk,True,2007,,,,2007,
6839,Song,Doom Metal,True,2017,,,True,2017,
6844,Song,Alternative Rock,True,2027,,2021,True,2027,
6848,Album,Synthwave,True,2010,,2010,,2010,
6851,Song,Space Rock,True,2026,2026,,True,2026,2026.0
6854,Album,Indie Rock,True,2026,,2026,,2026,
6860,Song,Space Rock,True,2026,,,True,2026,
6864,Song,Avant-Garde Folk,False,2017,,,True,2017,
6865,Song,Doom Metal,True,2020,,,True,2020,
6868,Album,Indie Pop,True,1992,1992,,,1992,1992.0
6869,Song,Darkwave,True,2004,,2004,True,2004,
6873,Song,Dream Pop,True,2029,2029,,True,2029,2029.0
6875,Song,Blues Rock,True,2007,2007,,True,2007,2007.0
6881,Song,Synthwave,True,2020,,2020,False,2020,
6885,Song,Synthwave,True,2013,2013,,True,2013,2013.0
6893,Song,Dream Pop,True,2022,,2015,True,2022,
6896,Song,Doom Metal,True,2013,,,True,2013,
6899,Song,Synthwave,True,2000,2000,,True,2000,2000.0
6901,Song,Indie Folk,True,2010,,,True,2010,
6909,Song,Dream Pop,True,2023,,2023,True,2023,
6912,Album,Dream Pop,True,2020,,2013,,2020,
6915,Song,Symphonic Metal,True,2014,,,False,2014,
6920,Song,Darkwave,True,2023,,2023,False,2023,
6928,Song,Dream Pop,True,2013,,,True,2013,
6935,Song,Indie Rock,True,2006,,,True,2006,
6940,Song,Darkwave,True,2029,2029,,True,2029,2029.0
6941,Song,Oceanus Folk,True,2023,,,True,2023,
6946,Song,Blues Rock,True,1992,,,True,1992,
6949,Song,Indie Rock,True,2017,,,True,2017,
6954,Song,Jazz Surf Rock,True,2025,2025,,True,2025,2025.0
6960,Song,Dream Pop,True,2019,,,True,2019,
6967,Song,Jazz Surf Rock,True,2008,,2008,True,2008,
6968,Song,Dream Pop,True,2028,,,False,2028,
6976,Album,Indie Folk,True,2025,,,,2025,
6977,Song,Dream Pop,True,2010,,,False,2010,
6979,Song,Indie Folk,True,2020,,,False,2020,
6983,Song,Synthpop,True,1994,,,True,1994,
6984,Song,Southern Gothic Rock,True,1997,,1997,True,1997,
6989,Song,Emo/Pop Punk,True,2023,,2023,True,2023,
6990,Song,Synthpop,True,2017,,2017,False,2017,
6994,Song,Oceanus Folk,True,2017,,,True,2017,
7001,Album,Americana,True,2017,,,,2017,
7005,Song,Emo/Pop Punk,True,2003,,,False,2003,
7006,Song,Darkwave,True,2026,,2026,False,2026,
7010,Song,Indie Folk,True,2010,,,True,2010,
7012,Album,Southern Gothic Rock,True,2016,,,,2016,
7014,Song,Synthwave,True,2022,,2019,True,2022,
7019,Song,Oceanus Folk,True,2023,,,True,2023,
7026,Song,Americana,True,1983,,1983,False,1983,
7033,Song,Speed Metal,True,2003,,,False,2003,
7034,Song,Alternative Rock,True,2010,,2010,True,2010,
7036,Song,Indie Pop,True,1987,,,False,1987,
7041,Song,Indie Folk,True,2010,2010,2004,True,2010,2010.0
7045,Song,Dream Pop,True,2026,,,True,2026,
7052,Song,Dream Pop,True,2013,,,True,2013,
7054,Song,Lo-Fi Electronica,False,2026,,,True,2026,
7056,Song,Synthwave,True,2024,,2018,True,2024,
7063,Album,Americana,True,2013,,,,2013,
7068,Album,Psychedelic Rock,True,2024,2024,,,2024,2024.0
7074,Song,Indie Folk,True,2017,,,True,2017,
7077,Song,Psychedelic Rock,True,2017,,,True,2017,
7080,Album,Indie Folk,True,2020,,,,2020,
7086,Song,Synthwave,True,2025,,,True,2025,
7089,Song,Dream Pop,True,2028,,,False,2028,
7092,Song,Synthwave,True,2025,,,True,2025,
7097,Album,Americana,True,2023,,2023,,2023,
7099,Song,Avant-Garde Folk,True,2021,,,True,2021,
7100,Song,Alternative Rock,True,2012,,2012,True,2012,
7101,Album,Alternative Rock,True,2015,,2015,,2015,
7107,Song,Dream Pop,True,2020,2020,,True,2020,2020.0
7113,Song,Doom Metal,True,2007,,,False,2007,
7114,Album,Dream Pop,True,2017,,2017,,2017,
7116,Song,Doom Metal,True,2007,,,True,2007,
7118,Song,Dream Pop,True,2028,,,True,2028,
7123,Album,Indie Rock,True,2029,,,,2029,
7128,Song,Dream Pop,True,1992,,,True,1992,
7129,Song,Americana,False,2017,,,True,2017,
7133,Song,Space Rock,True,2026,,2026,True,2026,
7137,Album,Doom Metal,True,1997,,1997,,1997,
7138,Song,Speed Metal,True,2019,,,False,2019,
7140,Song,Desert Rock,True,2029,,,True,2029,
7147,Album,Oceanus Folk,False,2029,,,,2029,
7153,Album,Alternative Rock,True,2023,,,,2023,
7157,Song,Southern Gothic Rock,True,1997,,1997,True,1997,
7161,Song,Synthwave,True,2025,2025,2025,True,2025,2025.0
7165,Song,Synthwave,True,2003,,,False,2003,
7166,Song,Synthpop,True,2004,,,True,2004,
7170,Album,Psychedelic Rock,True,2020,,,,2020,
7177,Song,Indie Folk,True,2013,2013,2013,True,2013,2013.0
7180,Song,Oceanus Folk,True,2023,2023,,True,2023,2023.0
7184,Song,Indie Pop,True,1994,1994,,False,1994,1994.0
7189,Song,Indie Rock,True,2004,,,True,2004,
7190,Song,Psychedelic Rock,True,2027,,,True,2027,
7194,Song,Emo/Pop Punk,True,2002,,2002,True,2002,
7195,Song,Indie Folk,True,2029,2029,,False,2029,2029.0
7197,Song,Symphonic Metal,True,2022,2022,,True,2022,2022.0
7204,Song,Dream Pop,True,2023,2023,2023,False,2023,2023.0
7209,Song,Symphonic Metal,True,2029,,2029,True,2029,
7213,Album,Indie Folk,True,2029,2036,,,2029,2036.0
7221,Song,Alternative Rock,True,1997,,,True,1997,
7222,Song,Alternative Rock,True,2010,,2010,True,2010,
7224,Song,Oceanus Folk,True,2022,,,False,2022,
7226,Song,Indie Rock,True,2020,,,True,2020,
7235,Song,Oceanus Folk,True,2023,,2023,True,2023,
7241,Song,Indie Rock,True,2028,,,True,2028,
7244,Song,Synthwave,True,2013,2013,2013,True,2013,2013.0
7249,Song,Indie Pop,True,2023,,2023,True,2023,
7250,Song,Doom Metal,True,2013,,,False,2013,
7254,Album,Indie Folk,True,2010,,,,2010,
7261,Song,Alternative Rock,False,2030,,,True,2030,
7263,Album,Alternative Rock,True,1985,1985,1985,,1985,1985.0
7266,Song,Dream Pop,True,2026,,,False,2026,
7271,Song,Alternative Rock,True,2024,,,True,2024,
7273,Album,Dream Pop,True,2004,2004,,,2004,2004.0
7278,Song,Synthwave,True,2022,2022,2022,True,2022,2022.0
7281,Song,Doom Metal,True,2017,,,False,2017,
7286,Album,Dream Pop,True,2010,2010,,,2010,2010.0
7291,Song,Dream Pop,True,2017,2017,2017,True,2017,2017.0
7295,Song,Indie Folk,True,2023,,,False,2023,
7296,Song,Symphonic Metal,True,2017,,2017,False,2017,
7299,Song,Jazz Surf Rock,True,2010,,,True,2010,
7304,Song,Southern Gothic Rock,True,2005,,2002,True,2005,
7310,Song,Doom Metal,True,2007,,2007,False,2007,
7311,Song,Blues Rock,True,2010,,2010,True,2010,
7313,Song,Dream Pop,True,2023,2023,,True,2023,2023.0
7320,Song,Americana,True,1997,,,True,1997,
7325,Song,Emo/Pop Punk,True,2004,,2004,True,2004,
7326,Song,Dream Pop,True,2028,,,True,2028,
7330,Album,Synthwave,True,2014,,,,2014,
7336,Song,Synthwave,True,2020,,2020,True,2020,
7341,Song,Indie Folk,True,2020,,,True,2020,
7344,Song,Alternative Rock,True,2010,,,True,2010,
7345,Album,Alternative Rock,True,2017,,2017,,2017,
7351,Song,Desert Rock,True,2027,,,True,2027,
7354,Song,Indie Rock,True,2029,,,True,2029,
7361,Song,Alternative Rock,True,2000,,2000,False,2000,
7366,Song,Americana,True,2004,,,True,2004,
7371,Song,Synthwave,True,2017,,,True,2017,
7374,Song,Dream Pop,True,2028,,2028,True,2028,
7380,Song,Space Rock,True,2026,2026,,False,2026,2026.0
7381,Song,Americana,True,2030,2030,,False,2030,2030.0
7386,Song,Alternative Rock,True,2027,2027,,True,2027,2027.0
7389,Song,Blues Rock,True,1989,,1983,True,1989,
7395,Song,Synthwave,True,2021,,,True,2021,
7399,Song,Space Rock,True,2024,,,True,2024,
7403,Song,Dream Pop,True,2027,,,True,2027,
7406,Song,Doom Metal,True,2020,,,False,2020,
7408,Song,Desert Rock,True,2023,,,False,2023,
7414,Song,Dream Pop,True,2026,,2026,True,2026,
7417,Song,Southern Gothic Rock,True,2003,,1999,True,2003,
7424,Song,Emo/Pop Punk,True,2014,,,True,2014,
7425,Song,Dream Pop,True,2024,,,True,2024,
7431,Song,Indie Folk,True,2017,,2017,True,2017,
7435,Song,Psychedelic Rock,True,2010,,2010,True,2010,
7441,Album,Desert Rock,True,2030,2030,,,2030,2030.0
7448,Song,Darkwave,True,2023,,,True,2023,
7450,Song,Doom Metal,True,2013,,2013,True,2013,
7452,Song,Americana,True,2013,,2007,False,2013,
7454,Album,Alternative Rock,True,1993,,1993,,1993,
7457,Song,Symphonic Metal,True,2023,,,True,2023,
7461,Song,Indie Folk,True,2025,,,True,2025,
7465,Song,Southern Gothic Rock,True,2007,,,True,2007,
7466,Album,Indie Folk,True,2017,,,,2017,
7469,Song,Dream Pop,True,2007,2007,,True,2007,2007.0
7474,Song,Desert Rock,True,2020,,2020,True,2020,
7478,Song,Psychedelic Rock,True,2029,,,True,2029,
7479,Song,Doom Metal,True,2026,,,True,2026,
7482,Song,Avant-Garde Folk,True,2020,,,True,2020,
7484,Album,Synthwave,True,2010,,,,2010,
7488,Song,Doom Metal,True,2026,,,True,2026,
7492,Song,Desert Rock,True,2027,,2027,True,2027,
7495,Song,Desert Rock,True,2013,,2013,False,2013,
7502,Song,Indie Folk,True,1997,,,True,1997,
7511,Song,Synthwave,True,2017,,2017,True,2017,
7517,Song,Indie Rock,True,2023,,,True,2023,
7520,Song,Dream Pop,True,2025,2025,2025,False,2025,2025.0
7525,Song,Oceanus Folk,True,2021,,2021,True,2021,
7531,Song,Southern Gothic Rock,True,1992,,1992,True,1992,
7534,Song,Darkwave,True,2012,2012,,True,2012,2012.0
7540,Song,Synthwave,True,2012,,,True,2012,
7543,Song,Doom Metal,True,2024,,,True,2024,
7551,Song,Indie Folk,True,2011,,,True,2011,
7555,Song,Space Rock,True,2024,,,False,2024,
7563,Album,Doom Metal,True,2004,,,,2004,
7567,Song,Dream Pop,True,2013,2013,,True,2013,2013.0
7568,Song,Avant-Garde Folk,True,2013,,,True,2013,
7571,Song,Indie Folk,True,2020,,,True,2020,
7572,Album,Doom Metal,True,2004,,2004,,2004,
7574,Song,Speed Metal,True,1989,1989,,False,1989,1989.0
7575,Song,Dream Pop,False,2030,,,True,2030,
7581,Song,Americana,True,2025,,,True,2025,
7584,Song,Dream Pop,True,2027,,,False,2027,
7590,Song,Doom Metal,True,2010,2010,,True,2010,2010.0
7594,Song,Dream Pop,True,2020,,2020,True,2020,
7600,Song,Doom Metal,True,2010,,,True,2010,
7604,Song,Dream Pop,True,2019,,,True,2019,
7607,Song,Dream Pop,True,2016,,,True,2016,
7611,Song,Dream Pop,True,2029,,,True,2029,
7615,Album,Indie Folk,True,2010,,,,2010,
7618,Album,Synthwave,True,2013,2013,,,2013,2013.0
7624,Song,Synthpop,True,2020,,,True,2020,
7630,Song,Speed Metal,True,2010,2010,2004,True,2010,2010.0
7632,Song,Dream Pop,True,2022,2022,2022,True,2022,2022.0
7640,Song,Desert Rock,True,2017,,,True,2017,
7646,Song,Indie Folk,True,2017,,,True,2017,
7652,Song,Doom Metal,True,2008,,,True,2008,
7658,Song,Alternative Rock,True,2031,,,True,2031,
7662,Song,Southern Gothic Rock,True,2013,,,True,2013,
7663,Album,Dream Pop,True,2023,,,,2023,
7669,Song,Southern Gothic Rock,True,2017,2017,,True,2017,2017.0
7671,Song,Alternative Rock,True,1983,,1983,True,1983,
7672,Song,Dream Pop,True,2025,,2025,True,2025,
7680,Song,Dream Pop,True,2015,,,True,2015,
7687,Album,Oceanus Folk,True,2026,,,,2026,
7691,Song,Dream Pop,True,2021,,2021,True,2021,
7693,Album,Dream Pop,True,2017,2017,2017,,2017,2017.0
7700,Album,Indie Folk,True,2026,,,,2026,
7707,Song,Avant-Garde Folk,True,1997,,1997,False,1997,
7709,Song,Blues Rock,True,2000,,2000,True,2000,
7713,Song,Alternative Rock,True,1996,,1996,True,1996,
7714,Album,Indie Folk,True,2020,,,,2020,
7723,Album,Southern Gothic Rock,True,1997,1997,1997,,1997,1997.0
7727,Song,Indie Rock,True,2013,,,True,2013,
7729,Song,Indie Folk,False,2020,,2020,True,2020,
7733,Song,Southern Gothic Rock,True,2012,,,True,2012,
7736,Album,Jazz Surf Rock,True,2021,,2018,,2021,
7739,Song,Southern Gothic Rock,True,2023,,,True,2023,
7740,Song,Southern Gothic Rock,True,2023,,,False,2023,
